year;month;day;hour;min;sec;h;uh;bHindx;bH
1980.00;12.00;19.00;18.00;21.00;0.00;0.28;0.025;0.00;0.00
1980.00;12.00;20.00;0.00;57.00;0.00;0.24;0.025;0.00;0.00
1980.00;12.00;20.00;3.00;33.00;0.00;0.21;0.025;0.00;0.00
1980.00;12.00;20.00;7.00;53.00;0.00;0.15;0.025;0.00;0.00
1980.00;12.00;20.00;10.00;36.00;0.00;0.14;0.025;0.00;0.00
1980.00;12.00;20.00;13.00;13.00;0.00;0.17;0.025;0.00;0.00
1980.00;12.00;20.00;18.00;51.00;0.00;0.16;0.025;0.00;0.00
1980.00;12.00;20.00;21.00;41.00;0.00;0.14;0.025;0.00;0.00
1980.00;12.00;21.00;0.00;46.00;0.00;0.06;0.025;0.00;0.00
1980.00;12.00;21.00;1.00;27.00;0.00;0.02;0.025;0.00;0.00
1980.00;12.00;21.00;2.00;55.00;0.00;0.02;0.025;0.00;0.00
1980.00;12.00;21.00;5.00;13.00;0.00;0.08;0.025;0.00;0.00
1980.00;12.00;21.00;15.00;36.00;0.00;0.09;0.025;0.00;0.00
1980.00;12.00;22.00;6.00;27.00;0.00;0.09;0.025;0.00;0.00
1980.00;12.00;22.00;11.00;2.00;0.00;0.09;0.025;0.00;0.00
1980.00;12.00;22.00;14.00;12.00;0.00;0.09;0.025;0.00;0.00
1980.00;12.00;22.00;16.00;55.00;0.00;0.17;0.025;0.00;0.00
1980.00;12.00;22.00;20.00;5.00;0.00;0.07;0.025;0.00;0.00
1980.00;12.00;22.00;21.00;23.00;0.00;0.07;0.025;0.00;0.00
1980.00;12.00;22.00;22.00;42.00;0.00;0.15;0.025;0.00;0.00
1980.00;12.00;23.00;0.00;14.00;0.00;0.14;0.025;0.00;0.00
1980.00;12.00;23.00;3.00;8.00;0.00;0.05;0.025;0.00;0.00
1980.00;12.00;23.00;6.00;28.00;0.00;0.1;0.025;0.00;0.00
1980.00;12.00;23.00;14.00;26.00;0.00;0.11;0.025;0.00;0.00
1980.00;12.00;23.00;16.00;30.00;0.00;0.16;0.025;0.00;0.00
1980.00;12.00;23.00;18.00;54.00;0.00;0.11;0.025;0.00;0.00
1980.00;12.00;23.00;23.00;16.00;0.00;0.08;0.025;0.00;0.00
1980.00;12.00;25.00;21.00;40.00;0.00;0.09;0.025;0.00;0.00
1980.00;12.00;25.00;23.00;11.00;0.00;0.06;0.025;0.00;0.00
1980.00;12.00;26.00;2.00;2.00;0.00;0.08;0.025;0.00;0.00
1980.00;12.00;26.00;4.00;14.00;0.00;0.14;0.025;0.00;0.00
1980.00;12.00;26.00;6.00;21.00;0.00;0.07;0.025;0.00;0.00
1980.00;12.00;26.00;8.00;31.00;0.00;0.11;0.025;0.00;0.00
1980.00;12.00;26.00;11.00;58.00;0.00;0.08;0.025;0.00;0.00
1980.00;12.00;29.00;7.00;4.00;0.00;0.07;0.025;0.00;0.00
1980.00;12.00;29.00;10.00;49.00;0.00;0.08;0.025;0.00;0.00
1980.00;12.00;29.00;19.00;10.00;0.00;0.08;0.025;0.00;0.00
1980.00;12.00;30.00;10.00;30.00;0.00;0.06;0.025;0.00;0.00
1980.00;12.00;30.00;11.00;49.00;0.00;0.03;0.025;0.00;0.00
1980.00;12.00;30.00;15.00;34.00;0.00;0.06;0.025;0.00;0.00
1980.00;12.00;30.00;16.00;32.00;0.00;0.05;0.025;0.00;0.00
1980.00;12.00;30.00;17.00;29.00;0.00;0.1;0.025;0.00;0.00
1980.00;12.00;30.00;19.00;4.00;0.00;0.06;0.025;0.00;0.00
1980.00;12.00;31.00;0.00;5.00;0.00;0.06;0.025;0.00;0.00
